loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
46406,0.0501,24,2021-10-25,2023-10-15,20,84805,788,0,0
48591,0.048,24,2021-12-10,2023-11-30,50,94418,741,1,0
41451,0.1041,60,2021-05-11,2026-04-15,66,83452,309,0,0
45456,0.1432,60,2024-11-20,2029-10-25,39,26628,657,1,0
40663,0.0377,12,2022-02-12,2023-02-07,68,45791,732,0,0
3826,0.1164,24,2023-10-25,2025-10-14,69,143045,373,1,0
65014,0.1057,48,2025-04-19,2029-03-29,69,32510,702,0,0
1218,0.1466,12,2022-08-14,2023-08-09,48,141909,694,0,0
1839,0.0543,60,2023-05-23,2028-04-26,69,147804,487,1,0
33342,0.0517,60,2025-08-05,2030-07-10,57,104798,724,0,0
65640,0.0433,48,2023-09-10,2027-08-20,51,105731,632,1,0
2639,0.1144,12,2023-07-01,2024-06-25,45,102264,529,0,0
32207,0.1161,24,2022-04-25,2024-04-14,31,137386,596,0,0
6176,0.086,12,2022-05-29,2023-05-24,39,61838,367,1,0
26107,0.1063,48,2024-04-27,2028-04-06,68,102768,721,0,0
61531,0.0556,36,2021-04-06,2024-03-21,26,69836,735,0,0
7639,0.1389,36,2025-06-26,2028-06-10,45,20865,622,0,0
19499,0.1414,36,2025-01-19,2028-01-04,37,105958,710,0,0
44224,0.0356,36,2021-11-05,2024-10-20,27,58105,671,0,0
8772,0.0854,12,2023-07-17,2024-07-11,67,116085,784,0,0
20921,0.1429,24,2025-08-29,2027-08-19,38,100616,432,1,0
7577,0.147,12,2025-09-03,2026-08-29,19,145734,436,1,0
26299,0.0414,60,2025-06-29,2030-06-03,44,69090,771,0,0
70416,0.036,48,2021-06-09,2025-05-19,54,130731,566,0,0
72573,0.0827,24,2024-04-04,2026-03-25,55,91592,381,0,0
10300,0.0495,12,2024-05-04,2025-04-29,64,120293,686,0,0
59171,0.0851,12,2023-11-25,2024-11-19,24,41694,483,1,0
44388,0.074,60,2023-07-02,2028-06-05,41,144746,706,0,0
53066,0.1206,36,2025-08-15,2028-07-30,38,36152,644,0,0
25471,0.0737,48,2025-09-28,2029-09-07,24,58431,350,1,0
1070,0.0983,12,2021-05-15,2022-05-10,50,59185,427,1,0
65422,0.0568,12,2024-03-16,2025-03-11,67,106370,377,1,0
72801,0.0985,48,2021-08-29,2025-08-08,61,79940,547,1,0
2886,0.0827,60,2025-06-07,2030-05-12,46,46963,498,0,0
61632,0.0842,60,2021-05-22,2026-04-26,23,122517,339,1,0
70479,0.034,12,2022-01-05,2022-12-31,58,132171,617,0,0
21758,0.0956,12,2022-07-25,2023-07-20,61,57954,562,0,0
6621,0.1347,48,2022-02-11,2026-01-21,33,62367,498,1,0
25510,0.033,24,2021-10-30,2023-10-20,44,54885,609,1,0
24678,0.1222,60,2024-02-06,2029-01-10,22,39247,617,0,0
21180,0.1356,12,2025-02-20,2026-02-15,44,118818,557,1,0
67640,0.0534,48,2023-04-19,2027-03-29,62,24502,452,1,0
38592,0.0659,48,2023-01-13,2026-12-23,39,127506,707,1,0
2679,0.0718,36,2024-09-03,2027-08-19,39,137150,394,1,0
14387,0.0455,36,2021-12-16,2024-11-30,52,33417,409,1,0
30811,0.1275,24,2024-12-26,2026-12-16,58,126449,377,1,0
69296,0.1013,36,2023-07-02,2026-06-16,38,78207,648,0,0
33491,0.1376,12,2021-11-16,2022-11-11,60,74915,770,0,0
31734,0.0677,60,2024-06-29,2029-06-03,50,133507,627,0,0
57385,0.0845,36,2024-10-18,2027-10-03,37,127156,747,0,0
35936,0.1094,48,2021-03-31,2025-03-10,50,62197,627,0,0
71040,0.0756,36,2024-03-06,2027-02-19,28,120908,605,1,0
41554,0.122,36,2022-08-13,2025-07-28,43,121283,642,0,0
15877,0.0474,36,2022-01-30,2025-01-14,60,144897,805,0,0
27887,0.0575,36,2024-03-24,2027-03-09,64,149938,531,0,0
22401,0.0606,12,2020-12-27,2021-12-22,64,138246,644,1,0
28071,0.1018,60,2024-10-15,2029-09-19,53,149155,769,0,0
59993,0.0389,24,2024-12-26,2026-12-16,63,33231,636,1,0
67836,0.1401,36,2022-05-27,2025-05-11,54,105545,473,1,0
47618,0.0568,36,2024-01-31,2027-01-15,18,58772,674,0,0
52352,0.0312,48,2021-10-08,2025-09-17,28,49567,372,1,0
65271,0.0959,48,2021-04-08,2025-03-18,53,119146,684,0,0
8649,0.1168,36,2021-11-23,2024-11-07,43,141193,796,0,0
51761,0.0472,48,2025-08-04,2029-07-14,51,104881,809,0,0
39731,0.0821,12,2025-06-08,2026-06-03,38,108325,710,1,0
12345,0.1323,60,2024-07-11,2029-06-15,27,22393,682,0,0
62808,0.1392,36,2024-10-14,2027-09-29,63,72837,662,0,0
30425,0.0924,60,2023-01-19,2027-12-24,38,84894,651,0,0
50693,0.0992,60,2023-01-21,2027-12-26,27,47857,561,1,0
67289,0.0689,12,2023-09-03,2024-08-28,30,136044,514,0,0
3087,0.0523,24,2023-12-03,2025-11-22,18,74898,321,1,0
47945,0.1089,48,2022-07-23,2026-07-02,47,109370,825,0,0
59890,0.0316,60,2023-12-25,2028-11-28,35,42236,647,0,0
61619,0.1217,60,2021-02-22,2026-01-27,47,145662,633,0,0
1595,0.1231,36,2025-08-27,2028-08-11,55,69810,433,0,0
49747,0.1184,24,2024-11-07,2026-10-28,55,25847,433,1,0
31548,0.1404,24,2025-09-03,2027-08-24,64,87774,419,1,0
23362,0.0309,36,2023-09-04,2026-08-19,35,127141,530,0,0
15443,0.0782,60,2024-05-25,2029-04-29,33,24892,657,1,0
12404,0.0448,24,2021-09-12,2023-09-02,51,144001,635,1,0
55815,0.0728,24,2025-09-20,2027-09-10,44,74290,830,0,0
1606,0.0776,60,2024-03-16,2029-02-18,35,103100,590,0,0
23056,0.0315,60,2020-11-18,2025-10-23,51,44094,637,0,0
45081,0.0778,48,2023-11-22,2027-11-01,24,95410,352,1,0
54482,0.074,48,2023-02-17,2027-01-27,32,142684,696,0,0
11885,0.0664,60,2021-01-17,2025-12-22,36,59851,594,1,0
3542,0.0315,60,2023-06-23,2028-05-27,55,59641,402,0,0
13753,0.0304,60,2023-10-22,2028-09-25,33,83078,367,1,0
41697,0.0796,60,2023-01-29,2028-01-03,41,96974,637,0,0
32191,0.0709,36,2023-03-25,2026-03-09,38,87188,665,0,0
64122,0.0752,48,2025-03-31,2029-03-10,36,137229,720,0,0
42364,0.1304,36,2023-07-16,2026-06-30,31,119906,510,0,0
20830,0.0714,12,2022-04-23,2023-04-18,35,120152,312,1,0
13290,0.039,60,2024-01-16,2028-12-20,65,32330,791,1,0
45725,0.1142,24,2022-04-06,2024-03-26,63,146452,467,1,0
43415,0.0642,24,2024-06-13,2026-06-03,32,21342,615,1,0
15546,0.0389,36,2022-06-16,2025-05-31,28,34167,495,1,0
49270,0.0324,48,2022-05-04,2026-04-13,58,124303,761,0,0
38055,0.0965,48,2024-02-16,2028-01-26,40,124950,652,0,0
27208,0.1231,36,2024-03-25,2027-03-10,32,46040,555,0,0
37463,0.1219,60,2022-12-04,2027-11-08,50,94587,842,0,0
45615,0.148,48,2025-02-27,2029-02-06,26,33128,308,1,0
44924,0.0971,48,2022-04-13,2026-03-23,62,43807,390,1,0
4708,0.1104,12,2024-06-11,2025-06-06,48,100329,519,0,0
49033,0.092,24,2021-10-08,2023-09-28,41,53633,539,0,0
74531,0.1077,12,2023-10-22,2024-10-16,18,147276,598,0,0
3594,0.0328,24,2022-06-07,2024-05-27,21,25290,503,1,0
30085,0.0429,24,2025-03-07,2027-02-25,38,144690,584,0,0
74992,0.0567,36,2024-01-29,2027-01-13,39,117184,569,0,0
41788,0.14,12,2025-07-03,2026-06-28,65,36604,447,1,0
73499,0.0789,48,2025-03-10,2029-02-17,31,131858,382,0,0
4501,0.1249,24,2021-03-03,2023-02-21,24,108380,437,1,0
66030,0.0999,36,2025-06-30,2028-06-14,47,34858,441,1,0
59524,0.1172,36,2022-06-21,2025-06-05,64,41806,744,0,0
40638,0.096,24,2021-07-05,2023-06-25,25,120057,564,1,0
23707,0.1029,60,2025-05-26,2030-04-30,69,114234,845,0,0
57835,0.0339,12,2021-07-03,2022-06-28,35,129277,714,0,0
68265,0.031,24,2021-11-08,2023-10-29,48,137363,769,0,0
15305,0.1309,48,2022-07-07,2026-06-16,60,57726,375,0,0
55133,0.1203,48,2023-01-04,2026-12-14,65,103547,498,1,0
4140,0.1268,24,2021-08-03,2023-07-24,64,130574,571,0,0
4755,0.1218,12,2025-07-10,2026-07-05,43,130555,623,0,0
49154,0.0827,60,2021-06-05,2026-05-10,56,122771,470,0,0
19693,0.1229,36,2025-02-22,2028-02-07,51,115572,415,0,0
40205,0.0448,36,2025-03-04,2028-02-17,18,143996,417,0,0
32743,0.1352,24,2021-02-15,2023-02-05,41,145515,534,0,0
66870,0.0852,24,2021-05-13,2023-05-03,54,136431,620,0,0
47569,0.1483,36,2021-05-09,2024-04-23,58,22853,455,1,0
55401,0.0714,60,2022-08-10,2027-07-15,58,141426,765,0,0
72690,0.1296,60,2022-04-21,2027-03-26,66,40821,725,0,0
18121,0.1318,12,2022-09-08,2023-09-03,21,62308,835,1,0
18019,0.1356,12,2024-07-06,2025-07-01,61,75515,821,0,0
47729,0.0967,12,2021-08-13,2022-08-08,39,64826,333,1,0
29479,0.0317,24,2024-03-08,2026-02-26,33,143435,646,0,0
41528,0.0381,24,2021-12-27,2023-12-17,31,64505,497,1,0
27717,0.0636,12,2021-06-23,2022-06-18,26,119766,348,1,0
1217,0.0976,60,2021-10-21,2026-09-25,53,74497,537,0,0
29304,0.125,12,2022-11-18,2023-11-13,66,123903,803,0,0
19243,0.0993,36,2023-05-17,2026-05-01,30,84394,528,0,0
22402,0.1448,12,2022-01-02,2022-12-28,47,24733,492,1,0
41128,0.072,12,2023-06-12,2024-06-06,58,88450,728,0,0
14082,0.0829,24,2021-10-04,2023-09-24,51,76499,557,0,0
37883,0.103,12,2022-07-16,2023-07-11,42,131711,625,0,0
56629,0.049,12,2024-03-03,2025-02-26,46,100893,763,0,0
70233,0.1127,24,2025-06-02,2027-05-23,61,100978,691,1,0
35657,0.1227,48,2021-07-25,2025-07-04,37,98094,497,1,0
11104,0.1119,24,2022-10-07,2024-09-26,24,32758,739,0,0
64448,0.0387,36,2022-12-15,2025-11-29,36,87030,828,0,0
44188,0.0486,36,2025-09-08,2028-08-23,48,145817,788,0,0
4083,0.1344,60,2024-05-05,2029-04-09,40,69294,635,0,0
28554,0.1014,48,2024-03-02,2028-02-10,51,22752,701,0,0
53976,0.0908,48,2021-07-23,2025-07-02,65,49574,496,0,0
21975,0.1173,36,2021-10-14,2024-09-28,65,38989,562,0,0
33079,0.1475,60,2020-11-18,2025-10-23,42,108036,380,1,0
61205,0.0727,48,2025-07-28,2029-07-07,25,119974,516,0,0
66572,0.0729,24,2024-05-03,2026-04-23,46,53196,679,1,0
50150,0.031,36,2022-07-10,2025-06-24,45,57699,307,1,0
74658,0.0592,60,2022-03-11,2027-02-13,67,99147,421,1,0
18263,0.1012,48,2023-01-17,2026-12-27,58,147602,577,0,0
11623,0.0836,48,2021-04-07,2025-03-17,56,101417,419,1,0
63595,0.0834,60,2024-10-14,2029-09-18,34,128634,551,0,0
29846,0.1205,12,2021-07-29,2022-07-24,59,82072,559,0,0
64369,0.1094,48,2024-01-20,2027-12-30,65,25494,512,0,0
7027,0.0729,48,2025-08-23,2029-08-02,50,116980,591,1,0
17206,0.0864,12,2020-11-11,2020-10-12,44,22192,798,0,1
42787,0.077,48,2023-11-01,2027-10-11,68,109462,324,0,0
29314,0.1221,36,2022-02-01,2025-01-16,63,129143,619,1,0
73931,0.1405,48,2022-06-20,2026-05-30,68,140343,769,0,0
21212,0.082,36,2021-10-10,2024-09-24,66,63768,445,0,0
46748,0.1004,60,2021-01-03,2025-12-08,63,48663,791,0,0
19575,0.1038,24,2022-12-18,2024-12-07,19,135108,345,1,0
-73307,0.1468,36,2025-05-30,2028-05-14,25,123847,667,0,1
40366,0.1179,48,2022-12-18,2026-11-27,55,104580,540,0,0
6006,0.1205,36,2025-03-25,2028-03-09,39,143279,444,1,0
2001,0.0609,60,2022-03-11,2027-02-13,20,80068,587,0,0
19300,0.0886,12,2021-09-26,2022-09-21,53,60037,771,0,0
53584,0.0791,24,2020-10-30,2022-10-20,37,55728,718,0,0
10652,0.038,12,2023-03-04,2024-02-27,46,22714,715,0,0
13554,0.0852,60,2024-01-16,2028-12-20,54,122178,729,0,0
14282,0.0835,48,2021-12-11,2025-11-20,61,67732,736,0,0
24846,0.0686,60,2025-04-18,2030-03-23,62,121354,769,0,0
64385,0.1385,36,2020-11-09,2023-10-25,46,105073,831,0,0
10507,0.0704,48,2024-10-02,2028-09-11,26,107749,624,1,0
58420,0.0803,24,2022-04-21,2024-04-10,24,106680,388,1,0
46920,0.0794,60,2023-01-07,2027-12-12,31,37626,827,0,0
6604,0.0971,60,2022-11-16,2027-10-21,47,81665,709,0,0
4909,0.0381,60,2023-09-18,2028-08-22,19,2777877,377,1,1
13068,0.0383,12,2024-08-02,2025-07-28,23,146785,715,0,0
73850,0.1045,60,2024-05-16,2029-04-20,41,108812,442,1,0
56792,0.0434,12,2023-07-21,2024-07-15,69,132080,428,1,0
33536,0.1425,60,2022-05-24,2027-04-28,50,61884,323,1,0
53256,0.1381,24,2022-05-11,2024-04-30,55,130586,308,0,0
67981,0.1247,24,2025-02-03,2027-01-24,21,133975,690,0,0
45216,0.1226,48,2021-06-20,2025-05-30,61,26527,823,1,0
17257,0.1427,48,2023-01-19,2026-12-29,43,122325,351,0,0
21626,0.0507,48,2022-04-14,2026-03-24,53,86340,492,0,0
56440,0.0505,36,2021-07-23,2024-07-07,24,25050,467,1,0
57804,0.0816,24,2021-08-28,2023-08-18,21,103931,446,0,0
45791,0.1477,12,2022-07-04,2023-06-29,28,78502,787,0,0
36242,0.0377,48,2024-04-24,2028-04-03,44,143402,767,0,0
70823,0.1463,48,2022-12-05,2026-11-14,23,149082,507,0,0
10565,0.0928,24,2025-05-09,2027-04-29,52,27755,837,0,0
11080,0.1463,48,2025-01-05,2028-12-15,31,129727,499,0,0
32501,0.0921,48,2020-12-16,2024-11-25,36,132910,802,0,0
24121,0.1248,36,2025-09-15,2028-08-30,23,34610,414,1,0
6614,0.143,24,2023-02-22,2025-02-11,31,130001,778,0,0
50292,0.1066,48,2022-07-02,2026-06-11,27,32802,710,1,0
33690,0.1461,12,2023-05-01,2024-04-25,20,45726,706,0,0
27412,0.1225,36,2022-04-17,2025-04-01,26,141654,763,0,0
22155,0.091,36,2022-01-13,2024-12-28,33,20558,350,1,0
59469,0.0425,36,2024-04-26,2027-04-11,30,40795,322,1,0
1503,0.0806,60,2024-09-18,2029-08-23,51,63013,761,0,0
65697,0.0601,60,2025-05-06,2030-04-10,33,25260,588,1,0
58418,0.058,24,2023-10-18,2025-10-07,24,73368,707,0,0
65868,0.1433,48,2025-01-15,2028-12-25,28,86001,816,0,0
30931,0.118,24,2023-12-07,2025-11-26,62,111580,659,0,0
46477,0.0338,36,2025-08-12,2028-07-27,68,142354,416,0,0
33982,0.0608,36,2024-12-25,2027-12-10,61,98008,307,0,0
59405,0.0316,24,2022-01-17,2024-01-07,22,58178,734,1,0
57164,0.1021,36,2025-01-10,2027-12-26,44,115299,758,0,0
60291,0.1186,60,2024-06-10,2029-05-15,28,146794,355,0,0
39375,0.1379,36,2022-02-09,2025-01-24,56,49088,610,1,0
25505,0.1161,12,2022-12-30,2023-12-25,36,89621,505,1,0
57761,0.0804,48,2025-08-30,2029-08-09,44,100312,786,0,0
71931,0.8252,60,2023-06-26,2028-05-30,35,121070,660,1,1
13800,0.0374,24,2022-11-07,2024-10-27,41,124950,473,1,0
46268,0.0705,24,2023-01-07,2024-12-27,37,67896,769,0,0
2327,0.0704,12,2024-01-14,2025-01-08,64,49922,713,0,0
46087,0.1352,60,2023-12-15,2028-11-18,29,142456,700,0,0
22017,0.1326,48,2020-11-24,2024-11-03,62,92156,347,1,0
17281,0.0719,60,2024-11-09,2029-10-14,58,119249,559,0,0
43754,0.1468,48,2022-10-23,2026-10-02,64,45256,485,1,0
8985,0.0882,60,2021-06-05,2026-05-10,69,99009,390,1,0
72446,0.0476,60,2023-12-02,2028-11-05,49,27089,709,0,0
57711,0.0759,48,2024-05-04,2028-04-13,69,91646,495,1,0
13842,0.1432,48,2025-04-17,2029-03-27,52,28733,569,0,0
1367,0.1286,12,2022-11-14,2023-11-09,24,56717,369,1,0
49126,0.1475,12,2025-09-19,2026-09-14,51,136086,702,1,0
28693,0.045,24,2022-06-04,2024-05-24,45,132418,534,0,0
13094,0.0924,12,2022-11-02,2023-10-28,45,109480,461,1,0
4163,0.0638,60,2023-09-12,2028-08-16,60,64313,533,1,0
10252,0.0605,48,2023-12-22,2027-12-01,20,73162,362,0,0
52910,0.0332,60,2025-01-19,2029-12-24,49,117581,695,0,0
4074,0.055,12,2023-02-25,2024-02-20,60,86774,688,1,0
53031,0.0703,24,2023-10-21,2025-10-10,57,52623,597,0,0
58079,0.0609,60,2022-02-01,2027-01-06,68,121797,637,1,0
51523,0.1386,12,2020-11-19,2021-11-14,19,126955,648,0,0
56736,0.0307,12,2021-05-16,2022-05-11,24,110192,675,0,0
4605,0.0609,12,2021-01-15,2022-01-10,19,96743,770,0,0
35542,0.1186,12,2020-11-20,2021-11-15,37,120561,760,0,0
39170,0.0382,36,2021-05-31,2024-05-15,34,65900,320,0,0
74144,0.0358,60,2023-07-09,2028-06-12,20,144192,604,0,0
52438,0.0376,36,2024-03-06,2027-02-19,26,97374,336,1,0
66402,0.1183,36,2023-06-27,2026-06-11,56,72895,787,0,0
32263,0.1209,60,2022-06-26,2027-05-31,39,149531,367,1,0
20341,0.0491,36,2023-09-12,2026-08-27,25,82108,599,0,0
73803,0.0804,12,2023-12-26,2024-12-20,54,94206,614,0,0
53213,0.1396,12,2023-06-15,2024-06-09,65,97347,452,1,0
17249,0.0699,48,2021-11-14,2025-10-24,23,71385,600,0,0
7141,0.0482,60,2025-06-20,2030-05-25,32,76022,629,0,0
66537,0.0964,48,2022-09-21,2026-08-31,26,29320,780,1,0
12856,0.1396,36,2025-03-19,2028-03-03,55,149063,345,0,0
41893,0.14,36,2021-09-16,2024-08-31,60,140091,736,1,0
70430,0.14,36,2023-06-17,2026-06-01,43,31251,597,0,0
51868,0.0382,48,2023-06-03,2027-05-13,38,97985,703,0,0
45284,0.0839,24,2024-12-01,2026-11-21,30,103699,320,1,0
30080,0.1447,12,2023-05-24,2024-05-18,35,43312,349,1,0
17343,0.0824,24,2021-11-21,2023-11-11,31,102098,646,0,0
33677,0.1493,24,2022-03-05,2024-02-23,61,31184,544,0,0
4520,0.0758,24,2025-05-25,2027-05-15,57,113954,319,1,0
61579,0.0781,12,2021-01-13,2022-01-08,44,70330,623,0,0
27499,0.0968,36,2022-07-30,2025-07-14,52,55042,632,0,0
12288,0.136,12,2024-03-04,2025-02-27,54,24662,523,1,0
48663,0.0508,48,2020-10-30,2024-10-09,43,102399,689,0,0
3255,0.0702,60,2022-04-01,2027-03-06,24,94157,788,0,0
23612,0.0389,12,2023-02-04,2024-01-30,22,110499,715,0,0
16343,0.0517,60,2020-12-18,2025-11-22,40,107279,605,0,0
29192,0.1047,36,2024-05-12,2027-04-27,57,89034,642,0,0
29464,0.065,36,2022-02-20,2025-02-04,43,104610,468,1,0
50895,0.0663,48,2024-09-22,2028-09-01,28,118111,650,1,0
55211,0.0375,36,2021-11-26,2024-11-10,43,61653,344,1,0
11362,0.0402,48,2024-03-27,2028-03-06,58,126410,791,0,0
-59809,0.0783,24,2025-02-28,2027-02-18,65,101819,801,0,1
9182,0.0983,24,2023-10-21,2025-10-10,65,89918,520,0,0
62142,0.1386,60,2023-03-12,2028-02-14,46,131212,523,0,0
5416,0.0446,12,2024-05-02,2025-04-27,58,70822,581,0,0
66269,0.1264,60,2024-07-22,2029-06-26,25,94451,533,1,0
59706,0.1241,60,2024-09-13,2029-08-18,57,144976,483,1,0
14444,0.0327,60,2020-11-12,2025-10-17,46,32544,762,0,0
24843,0.0837,36,2023-10-04,2026-09-18,25,50006,537,0,0
24930,0.1188,12,2024-06-17,2025-06-12,42,38083,368,1,0
51644,0.1446,36,2025-10-19,2028-10-03,38,55939,338,1,0
23901,0.1425,48,2022-02-24,2026-02-03,69,101764,335,1,0
3896,0.0367,24,2024-02-15,2026-02-04,35,82706,814,0,0
9970,0.0613,60,2021-05-12,2026-04-16,32,137331,482,1,0
51450,0.0938,12,2024-02-03,2025-01-28,54,135977,682,0,0
56231,0.1047,12,2022-06-18,2023-06-13,25,22039,422,1,0
3045,0.1343,36,2021-06-15,2024-05-30,21,48062,708,1,0
55424,0.113,48,2024-07-13,2028-06-22,28,20356,708,0,0
58390,0.1107,48,2023-12-10,2027-11-19,55,127652,637,0,0
73187,0.053,48,2025-06-03,2029-05-13,27,76045,593,0,0
12893,0.0704,12,2023-03-19,2024-03-13,55,136531,489,0,0
28335,0.1498,24,2022-06-13,2024-06-02,35,99712,313,0,0
22940,0.0517,60,2020-12-06,2025-11-10,20,133160,782,0,0
54398,0.0398,60,2024-04-05,2029-03-10,26,59603,444,0,0
16279,0.126,48,2025-10-12,2029-09-21,38,45770,425,0,0
74673,0.1425,60,2025-02-11,2030-01-16,36,1550224,832,0,1
64888,0.086,48,2022-02-02,2026-01-12,48,100323,516,0,0
31086,0.077,48,2024-03-16,2028-02-24,20,48966,581,1,0
15847,0.0876,48,2023-10-02,2027-09-11,44,34059,506,1,0
13940,0.1081,48,2023-05-24,2027-05-03,39,106003,704,0,0
68923,0.0925,24,2022-10-06,2024-09-25,35,43996,685,0,0
4602,0.0992,36,2024-04-19,2027-04-04,43,118380,523,0,0
24473,0.1298,12,2022-08-04,2023-07-30,45,95086,670,0,0
7526,0.0938,24,2021-08-27,2023-08-17,68,60952,645,1,0
57060,0.0379,48,2025-09-10,2029-08-20,49,32208,609,0,0
38295,0.075,48,2023-12-14,2027-11-23,40,128683,626,0,0
62837,0.0795,60,2024-05-28,2029-05-02,62,38960,395,1,0
31182,0.081,12,2020-12-23,2021-12-18,49,33643,586,1,0
11661,0.0987,60,2022-05-15,2027-04-19,28,31779,697,1,0
39298,0.7919,12,2024-03-27,2025-03-22,38,129368,452,1,1
57265,0.0664,48,2022-04-02,2026-03-12,49,64619,774,0,0
23202,0.1006,12,2024-04-12,2025-04-07,58,103354,826,0,0
13271,0.0855,36,2025-04-24,2028-04-08,61,125431,557,0,0
50552,0.0791,48,2022-06-24,2026-06-03,33,124822,572,0,0
68082,0.0462,24,2025-03-21,2027-03-11,44,91017,792,0,0
34808,0.1188,36,2021-01-02,2023-12-18,67,101834,503,0,0
18994,0.0304,48,2025-08-17,2029-07-27,38,43627,563,1,0
21996,0.1188,12,2024-01-08,2025-01-02,37,56322,735,0,0
60647,0.1088,12,2022-12-04,2023-11-29,49,149577,811,0,0
45414,0.0812,48,2023-08-12,2027-07-22,54,34980,754,1,0
59631,0.089,12,2021-08-12,2022-08-07,55,131750,530,1,0
10530,0.0444,36,2025-04-20,2028-04-04,52,98462,406,0,0
19241,0.0826,12,2020-11-01,2021-10-27,22,65858,335,1,0
53584,0.111,24,2024-01-07,2025-12-27,47,73273,761,0,0
21566,0.1096,24,2022-12-09,2024-11-28,56,23131,329,1,0
55175,0.1138,24,2024-04-03,2026-03-24,21,81065,473,1,0
32917,0.0414,24,2023-03-05,2025-02-22,66,141678,638,0,0
46632,0.0507,60,2022-01-26,2026-12-31,68,75770,538,0,0
62340,0.1308,48,2021-09-19,2025-08-29,35,84815,328,1,0
68023,0.0659,12,2020-11-07,2021-11-02,42,105297,574,1,0
47232,0.1493,48,2023-10-24,2027-10-03,60,125611,484,1,0
44816,0.0636,12,2023-09-27,2024-09-21,60,112228,735,0,0
1268,0.0781,24,2024-04-02,2026-03-23,62,82682,427,1,0
56910,0.0689,24,2024-05-08,2026-04-28,67,61039,461,0,0
42342,0.1013,24,2022-07-15,2024-07-04,39,95699,505,0,0
55132,0.1472,60,2024-11-14,2029-10-19,60,49844,665,1,0
31531,0.1084,12,2025-05-02,2026-04-27,32,96541,627,0,0
28781,0.0752,60,2024-11-06,2029-10-11,41,123130,638,0,0
25473,0.0677,36,2024-02-24,2027-02-08,66,29837,778,1,0
26883,0.0645,24,2023-05-13,2025-05-02,53,95563,738,0,0
17529,0.1207,12,2024-10-17,2025-10-12,27,3872945,780,0,1
1971,0.0819,12,2025-04-19,2026-04-14,52,100646,485,1,0
35225,0.0436,36,2021-10-04,2024-09-18,51,85578,346,0,0
10524,0.0981,36,2022-08-14,2025-07-29,63,97715,635,0,0
72176,0.1112,12,2024-01-10,2025-01-04,34,107820,318,1,0
67772,0.0792,48,2023-09-18,2027-08-28,63,88675,676,1,0
47667,0.111,24,2022-03-07,2024-02-25,63,144594,780,0,0
35559,0.054,36,2022-10-11,2025-09-25,35,65667,322,0,0
50035,0.137,36,2024-07-08,2027-06-23,19,117894,308,1,0
11544,0.0424,12,2020-11-01,2021-10-27,34,63973,556,0,0
7925,0.0587,48,2021-08-01,2025-07-11,47,106188,384,1,0
-65007,0.0949,48,2021-01-11,2024-12-21,55,26666,547,1,1
64091,0.1189,12,2020-12-09,2021-12-04,46,97073,621,0,0
26823,0.1185,12,2025-09-10,2026-09-05,36,87623,835,0,0
29831,0.1252,24,2022-09-10,2024-08-30,39,32187,333,1,0
13431,0.0578,36,2021-05-14,2024-04-28,19,99573,352,1,0
45875,0.1102,48,2021-10-08,2025-09-17,47,100254,374,1,0
64554,0.0652,36,2022-11-21,2025-11-05,23,123588,842,0,0
29930,0.0665,60,2025-04-25,2030-03-30,69,64273,794,0,0
46109,0.539,12,2021-09-29,2022-09-24,59,143603,473,0,1
46815,0.6298,24,2022-09-18,2024-09-07,41,136351,463,0,1
52083,0.098,24,2025-04-14,2027-04-04,33,26345,344,1,0
19126,0.0804,60,2021-08-31,2026-08-05,32,54640,301,1,0
27919,0.0435,36,2021-06-17,2024-06-01,45,113482,368,0,0
38290,0.082,12,2023-04-22,2024-04-16,52,119212,393,1,0
6670,0.0909,36,2022-06-28,2025-06-12,27,28119,348,1,0
51517,0.1138,24,2024-12-11,2026-12-01,51,139159,590,1,0
23207,0.0564,24,2022-02-02,2024-01-23,51,56991,494,1,0
67774,0.0335,12,2021-08-05,2022-07-31,18,67741,323,1,0
38952,0.0564,12,2023-01-23,2024-01-18,67,110985,818,0,0
6049,0.1091,48,2023-06-27,2027-06-06,59,24834,638,0,0
5341,0.1413,24,2021-03-21,2023-03-11,54,85173,610,1,0
52815,0.0386,12,2023-05-01,2024-04-25,62,72622,314,1,0
40074,0.1344,24,2022-10-05,2024-09-24,58,113302,712,0,0
-59183,0.0958,60,2025-03-03,2030-02-05,36,41849,614,0,1
31673,0.098,60,2021-05-12,2026-04-16,57,124818,823,0,0
58965,0.0524,36,2024-12-06,2027-11-21,54,51148,314,1,0
65872,0.09,60,2022-10-22,2027-09-26,46,21894,493,1,0
49218,0.8196,48,2022-08-10,2026-07-20,21,125869,488,0,1
30847,0.1429,48,2025-02-23,2029-02-02,64,32731,488,1,0
65226,0.1493,60,2023-08-08,2028-07-12,52,133760,345,1,0
5279,0.1045,60,2025-03-21,2030-02-23,49,145423,317,0,0
20038,0.0622,12,2021-06-20,2022-06-15,50,63867,631,0,0
24731,0.0984,24,2025-01-10,2026-12-31,55,65773,765,0,0
25129,0.1011,60,2023-09-02,2028-08-06,30,77405,653,0,0
48357,0.0329,60,2025-03-18,2030-02-20,48,21706,513,0,0
64307,0.0773,60,2025-03-20,2030-02-22,61,56156,828,0,0
41284,0.1492,60,2023-05-13,2028-04-16,52,33905,505,1,0
